"n" "mu" "rep" "id" "mu_hat" "error" "errorMessage"
300 1 348 1 1.01225302251123 FALSE ""
200 1 804 2 0.986425085253108 FALSE ""
150 1 516 3 1.04419189802959 FALSE ""
200 1 411 4 0.973425859702466 FALSE ""
250 1 635 5 0.9432042113358 FALSE ""
100 1 670 6 1.03679897808059 FALSE ""
100 1 605 7 1.00777372379399 FALSE ""
300 1 658 8 1.00117446175132 FALSE ""
150 1 698 9 0.996384389860587 FALSE ""
150 1 892 10 1.02611184050603 FALSE ""
200 1 165 11 0.996335040145436 FALSE ""
150 1 670 12 1.05955637852939 FALSE ""
300 1 269 13 0.970931814239206 FALSE ""
50 1 932 14 1.03601223193937 FALSE ""
150 1 394 15 0.982127965961585 FALSE ""
150 1 625 16 0.982230753785599 FALSE ""
300 1 7 17 0.93234623111341 FALSE ""
200 1 632 18 1.02515445023037 FALSE ""
300 1 333 19 1.02314247129739 FALSE ""
150 1 763 20 1.03304998869908 FALSE ""
50 1 238 21 0.964348687884761 FALSE ""
200 1 57 22 0.959543861135792 FALSE ""
150 1 483 23 1.02667676536837 FALSE ""
300 1 304 24 1.00093325138262 FALSE ""
150 1 299 25 1.05302764382815 FALSE ""
200 1 674 26 1.03627226806683 FALSE ""
150 1 227 27 1.06832616432537 FALSE ""
50 1 154 28 0.973584392474627 FALSE ""
100 1 481 29 0.990155843460599 FALSE ""
100 1 607 30 1.01073637150447 FALSE ""
50 1 244 31 0.989315988051378 FALSE ""
100 1 845 32 1.00566551660926 FALSE ""
200 1 677 33 0.97561550059107 FALSE ""
250 1 818 34 0.98800103333518 FALSE ""
150 1 144 35 1.04313553823813 FALSE ""
300 1 869 36 1.04855319971875 FALSE ""
200 1 380 37 1.00848073363668 FALSE ""
150 1 91 38 1.01607587868095 FALSE ""
150 1 642 39 0.95522331965273 FALSE ""
150 1 358 40 0.981716528791656 FALSE ""
100 1 467 41 1.03567517983326 FALSE ""
250 1 994 42 1.00268700564234 FALSE ""
100 1 536 43 0.962957112982848 FALSE ""
200 1 967 44 1.00998052530816 FALSE ""
50 1 629 45 1.03810048576713 FALSE ""
150 1 778 46 0.969299496838038 FALSE ""
200 1 106 47 0.931129538546983 FALSE ""
200 1 282 48 1.01608350239417 FALSE ""
50 1 957 49 0.95112135578006 FALSE ""
250 1 74 50 0.988869072391233 FALSE ""
150 1 789 51 1.04508147177957 FALSE ""
250 1 81 52 0.993823875939413 FALSE ""
250 1 159 53 1.01641236617248 FALSE ""
100 1 6 54 1.03188512284344 FALSE ""
50 1 160 55 1.02613409693907 FALSE ""
300 1 616 56 0.995670481658873 FALSE ""
250 1 628 57 0.992629247045736 FALSE ""
100 1 418 58 0.955308125211247 FALSE ""
150 1 490 59 0.977330670650037 FALSE ""
50 1 712 60 1.08076404079762 FALSE ""
300 1 54 61 1.00626639164207 FALSE ""
150 1 572 62 0.981808187321867 FALSE ""
200 1 260 63 1.0179336124873 FALSE ""
200 1 787 64 0.959559503365858 FALSE ""
300 1 681 65 0.999629663860872 FALSE ""
150 1 504 66 0.992198746874615 FALSE ""
250 1 572 67 0.960865720434468 FALSE ""
250 1 379 68 0.967728577407681 FALSE ""
150 1 944 69 1.03360026419152 FALSE ""
100 1 764 70 1.05104865378323 FALSE ""
200 1 571 71 0.978248775122026 FALSE ""
300 1 488 72 1.0122851216805 FALSE ""
200 1 692 73 0.982099601479526 FALSE ""
150 1 369 74 0.97846862580013 FALSE ""
250 1 238 75 0.99575625073499 FALSE ""
300 1 309 76 1.01033640819465 FALSE ""
300 1 829 77 1.02998058874161 FALSE ""
150 1 776 78 0.957775448683606 FALSE ""
150 1 955 79 1.04047465903258 FALSE ""
100 1 842 80 0.937260271576482 FALSE ""
150 1 845 81 0.958738820938573 FALSE ""
50 1 231 82 1.02576134999924 FALSE ""
50 1 1000 83 0.93919242706068 FALSE ""
200 1 575 84 0.968655078276339 FALSE ""
300 1 793 85 0.97611377620092 FALSE ""
250 1 315 86 1.03517620399965 FALSE ""
200 1 166 87 1.00354526353239 FALSE ""
250 1 640 88 0.972149608463599 FALSE ""
200 1 948 89 0.975117113194323 FALSE ""
200 1 431 90 1.00620162483602 FALSE ""
50 1 780 91 0.965129598232446 FALSE ""
200 1 775 92 1.01726016662521 FALSE ""
150 1 155 93 0.987041533455637 FALSE ""
200 1 539 94 1.00505710294043 FALSE ""
150 1 984 95 0.994177930435813 FALSE ""
50 1 378 96 1.02880257029791 FALSE ""
100 1 634 97 0.986428745409679 FALSE ""
250 1 388 98 1.0038598167151 FALSE ""
150 1 429 99 1.00305409223417 FALSE ""
300 1 457 100 0.956798481401622 FALSE ""
200 1 497 101 1.01099468421586 FALSE ""
200 1 53 102 1.02637849378453 FALSE ""
250 1 469 103 1.00515370702576 FALSE ""
150 1 835 104 0.977323698049074 FALSE ""
250 1 226 105 1.02067826658564 FALSE ""
200 1 960 106 1.03399220849609 FALSE ""
50 1 114 107 0.996402138326372 FALSE ""
150 1 37 108 1.0395628920521 FALSE ""
300 1 913 109 0.994770526842025 FALSE ""
250 1 666 110 0.985093860839131 FALSE ""
150 1 563 111 1.07882053681833 FALSE ""
250 1 485 112 1.00352128128171 FALSE ""
100 1 743 113 1.05016617238737 FALSE ""
200 1 207 114 1.01579830354308 FALSE ""
50 1 667 115 1.0394056173968 FALSE ""
250 1 424 116 0.996507723382399 FALSE ""
150 1 480 117 0.959662059535269 FALSE ""
300 1 344 118 0.982412001434699 FALSE ""
250 1 308 119 0.981903196089476 FALSE ""
300 1 553 120 1.03195371987624 FALSE ""
300 1 222 121 1.03298400175365 FALSE ""
150 1 948 122 0.974572552573462 FALSE ""
50 1 349 123 0.955431880360855 FALSE ""
150 1 942 124 1.06583902256615 FALSE ""
150 1 328 125 1.00827252631287 FALSE ""
50 1 582 126 1.02758216742694 FALSE ""
200 1 557 127 0.989460960929572 FALSE ""
300 1 73 128 0.974041291450011 FALSE ""
250 1 211 129 0.984998397558363 FALSE ""
100 1 382 130 0.978464929241084 FALSE ""
250 1 802 131 0.996646872632349 FALSE ""
250 1 84 132 0.97146392206101 FALSE ""
200 1 71 133 0.998350965973733 FALSE ""
50 1 55 134 1.044140023154 FALSE ""
250 1 513 135 1.00700849162439 FALSE ""
250 1 333 136 0.95779375960899 FALSE ""
50 1 408 137 0.956356812600507 FALSE ""
300 1 501 138 1.01938974094098 FALSE ""
100 1 865 139 0.998266904213812 FALSE ""
150 1 419 140 1.04552925623101 FALSE ""
100 1 280 141 0.997786220243061 FALSE ""
50 1 200 142 1.07039503242924 FALSE ""
100 1 240 143 0.910515212970803 FALSE ""
50 1 15 144 0.99648056867286 FALSE ""
150 1 561 145 0.997321421598516 FALSE ""
50 1 190 146 0.97347636758429 FALSE ""
200 1 40 147 0.967955621304648 FALSE ""
100 1 270 148 0.974715498931961 FALSE ""
100 1 221 149 1.07838040076876 FALSE ""
100 1 201 150 1.02103912979186 FALSE ""
300 1 603 151 1.00054879847017 FALSE ""
200 1 630 152 0.98594258968738 FALSE ""
150 1 872 153 0.981100435984384 FALSE ""
300 1 686 154 0.968567757120232 FALSE ""
100 1 360 155 1.04636988395746 FALSE ""
250 1 536 156 1.00574969010619 FALSE ""
250 1 428 157 1.02462747783191 FALSE ""
250 1 765 158 0.966141619927835 FALSE ""
50 1 207 159 0.972236031533305 FALSE ""
200 1 555 160 1.0124932470057 FALSE ""
100 1 990 161 0.95997649840435 FALSE ""
100 1 208 162 0.971790056399117 FALSE ""
250 1 841 163 0.990854024448703 FALSE ""
100 1 438 164 0.906437519247876 FALSE ""
150 1 93 165 0.938782746784672 FALSE ""
150 1 602 166 0.991730332928415 FALSE ""
300 1 419 167 0.951337684238592 FALSE ""
300 1 8 168 1.01792174683865 FALSE ""
100 1 19 169 1.08276353406011 FALSE ""
300 1 465 170 1.00016865018346 FALSE ""
250 1 329 171 0.993927564501217 FALSE ""
200 1 219 172 1.02231545638999 FALSE ""
300 1 74 173 0.985183537991011 FALSE ""
150 1 566 174 0.958111615595405 FALSE ""
100 1 533 175 1.07079586386472 FALSE ""
300 1 162 176 1.03812385913933 FALSE ""
200 1 999 177 1.02921936261222 FALSE ""
100 1 994 178 0.966535984624555 FALSE ""
100 1 547 179 0.967846263414604 FALSE ""
300 1 546 180 1.00005303167784 FALSE ""
100 1 166 181 1.08258250533879 FALSE ""
100 1 672 182 1.01425477261949 FALSE ""
200 1 986 183 0.991401728596664 FALSE ""
250 1 514 184 1.00208362214562 FALSE ""
50 1 47 185 1.0011877006111 FALSE ""
150 1 274 186 1.01778856100601 FALSE ""
150 1 658 187 1.04470716076482 FALSE ""
150 1 332 188 0.961518719138034 FALSE ""
150 1 643 189 1.01522449691961 FALSE ""
150 1 795 190 0.985040169215912 FALSE ""
50 1 848 191 1.08766658658394 FALSE ""
300 1 798 192 0.980297549900782 FALSE ""
200 1 459 193 0.980221692673154 FALSE ""
200 1 206 194 0.975609967245848 FALSE ""
150 1 430 195 1.04532061160728 FALSE ""
250 1 108 196 0.99949555428329 FALSE ""
300 1 137 197 0.991687998022051 FALSE ""
250 1 630 198 0.995570906916147 FALSE ""
100 1 334 199 0.960921537037678 FALSE ""
250 1 465 200 0.997374723135128 FALSE ""
150 1 215 201 1.01015925056388 FALSE ""
150 1 929 202 1.02006477027784 FALSE ""
300 1 971 203 1.0376434641375 FALSE ""
150 1 992 204 1.01417582701133 FALSE ""
300 1 931 205 0.988866417632588 FALSE ""
50 1 285 206 1.01716415457758 FALSE ""
250 1 466 207 1.01623286163562 FALSE ""
200 1 659 208 0.987172186970946 FALSE ""
100 1 963 209 1.02360848803266 FALSE ""
150 1 312 210 0.997463963075913 FALSE ""
300 1 114 211 1.0242818256652 FALSE ""
150 1 649 212 1.00629118926766 FALSE ""
300 1 579 213 1.00150915041169 FALSE ""
150 1 681 214 1.04750139822946 FALSE ""
50 1 984 215 0.937925844745421 FALSE ""
50 1 968 216 1.07076466006263 FALSE ""
150 1 444 217 0.986655012285958 FALSE ""
300 1 773 218 0.98960332180306 FALSE ""
250 1 156 219 1.02601287301838 FALSE ""
