"n" "mu" "rep" "id" "mu_hat" "error" "errorMessage"
100 0.25 235 293 0.255269374503735 FALSE ""
50 0.5 589 294 0.45375823317129 FALSE ""
1000 2 356 295 1.97963458190369 FALSE ""
500 0.25 325 296 0.254185247008925 FALSE ""
50 0.25 954 297 0.232880431009868 FALSE ""
500 2 54 298 2.0266654187871 FALSE ""
1000 2 184 299 2.00187587225432 FALSE ""
1000 0.5 880 300 0.488272731799331 FALSE ""
50 2 819 301 1.918177653821 FALSE ""
100 1 992 302 1.03006638997408 FALSE ""
100 0.25 59 303 0.257906652136808 FALSE ""
500 2 428 304 2.01673080449907 FALSE ""
1000 1 627 305 0.98029412645989 FALSE ""
50 0.5 612 306 0.516341767098879 FALSE ""
500 1 359 307 1.00415692188385 FALSE ""
1000 2 893 308 2.00450749081949 FALSE ""
50 0.25 755 309 0.257792356715965 FALSE ""
500 2 691 310 2.04358802812684 FALSE ""
100 1 747 311 1.06393457662989 FALSE ""
100 2 660 312 2.05720738534977 FALSE ""
1000 1 975 313 0.996136730349453 FALSE ""
500 0.25 204 314 0.251866780805453 FALSE ""
100 2 542 315 1.90738156539719 FALSE ""
500 1 521 316 1.04267877282809 FALSE ""
50 0.5 806 317 0.499628203242923 FALSE ""
1000 1 72 318 0.976625381977382 FALSE ""
500 2 851 319 2.01352269438296 FALSE ""
500 0.5 749 320 0.502438459038461 FALSE ""
1000 1 923 321 0.995345941520715 FALSE ""
50 2 210 322 2.04269197394937 FALSE ""
1000 0.25 225 323 0.244681275579384 FALSE ""
500 1 200 324 1.00881817258527 FALSE ""
100 0.25 614 325 0.270926237012692 FALSE ""
500 2 939 326 2.00591777297032 FALSE ""
50 1 294 327 0.967255564405396 FALSE ""
50 1 220 328 0.900295911044313 FALSE ""
1000 0.25 793 329 0.253504281752977 FALSE ""
1000 0.5 286 330 0.490072810801688 FALSE ""
1000 1 14 331 0.996000720061563 FALSE ""
50 0.5 527 332 0.532653968600765 FALSE ""
100 0.25 846 333 0.2425615693093 FALSE ""
1000 1 41 334 1.0095884338347 FALSE ""
100 0.25 527 335 0.261472728777511 FALSE ""
1000 2 853 336 1.99259539061721 FALSE ""
500 0.5 471 337 0.503385303261514 FALSE ""
500 2 980 338 1.95283437453889 FALSE ""
100 0.5 456 339 0.524324102211886 FALSE ""
1000 1 702 340 0.999090447294484 FALSE ""
50 1 62 341 1.06325452836419 FALSE ""
1000 0.25 641 342 0.249531528553162 FALSE ""
50 0.25 327 343 0.227304244865852 FALSE ""
100 1 395 344 0.979310868871094 FALSE ""
1000 0.25 754 345 0.248800670199328 FALSE ""
100 0.5 853 346 0.497271462146867 FALSE ""
1000 0.25 947 347 0.251374323161667 FALSE ""
500 0.25 319 348 0.25208946717241 FALSE ""
1000 0.25 158 349 0.246750827321217 FALSE ""
100 2 663 350 2.04064080553514 FALSE ""
500 1 416 351 1.00112066652649 FALSE ""
100 2 806 352 2.02141775216077 FALSE ""
100 0.25 734 353 0.249712950431758 FALSE ""
500 0.5 519 354 0.499830375181188 FALSE ""
100 1 632 355 0.991753042439496 FALSE ""
1000 0.5 318 356 0.495187070542647 FALSE ""
100 0.25 619 357 0.242120536045013 FALSE ""
1000 2 526 358 1.9923674960741 FALSE ""
1000 2 133 359 1.96893278575707 FALSE ""
500 2 729 360 1.99551826569402 FALSE ""
1000 0.25 276 361 0.241616357423606 FALSE ""
500 1 176 362 0.997965391386682 FALSE ""
100 2 85 363 2.14039303801692 FALSE ""
500 2 676 364 2.0033269247448 FALSE ""
1000 1 855 365 0.990433146099908 FALSE ""
100 2 330 366 1.94994075533721 FALSE ""
100 2 625 367 1.86468133069186 FALSE ""
100 0.5 610 368 0.507100449389656 FALSE ""
500 0.5 156 369 0.501170319458523 FALSE ""
50 1 230 370 1.01223409534232 FALSE ""
100 2 35 371 1.93162474532988 FALSE ""
500 2 38 372 1.93610667639402 FALSE ""
100 2 360 373 1.98295819009914 FALSE ""
1000 2 60 374 2.03466683974031 FALSE ""
100 1 67 375 0.964423104631743 FALSE ""
50 0.5 317 376 0.482996637535263 FALSE ""
100 1 704 377 0.987024660626996 FALSE ""
500 2 538 378 1.96658559157438 FALSE ""
50 0.5 664 379 0.552084029400531 FALSE ""
500 0.5 952 380 0.494224948499218 FALSE ""
